name,group,size
0,0,24.799464712645243
1,1,36.81925205345555
2,2,71.72652215162123
3,3,9.541545451633578
4,4,0.9759104254301327
5,5,19.706480461946583
6,6,2.9098825907943335
7,7,38.87863133340632
8,8,100.0
9,9,15.197748526443835
